"","Diptank","approx.date","ras.0","ras.med.1k","ras.var.1k","ras.med.2k","ras.var.2k","ras.med.3k","ras.var.3k","ras.med.4k","ras.var.4k"
"1436","Phelandaba","2019-12-27",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1437","Phelandaba","2020-01-01","15677","15677",NA,"15677",NA,"15677",NA,"15607","9800"
"1438","Phelandaba","2020-01-09","15630","15630",NA,"15630",NA,"15630",NA,"15312","202248"
"1439","Phelandaba","2020-01-17",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1440","Phelandaba","2020-01-25","15486","15486",NA,"15486",NA,"15486",NA,"15438.5","4512.5"
"1441","Phelandaba","2020-02-02","15459","15459",NA,"15459",NA,"15459",NA,"15364.5","17860.5"
"1442","Phelandaba","2020-02-10","15418","15418",NA,"15418",NA,"15418",NA,"15347.5","9940.5"
"1443","Phelandaba","2020-02-18","15092","15092",NA,"15092",NA,"15092",NA,"15069.5","1012.5"
"1444","Phelandaba","2020-02-26","15253","15253",NA,"15253",NA,"15253",NA,"15223","1800"
"1445","Phelandaba","2020-03-05","15332","15332",NA,"15332",NA,"15332",NA,"15246","14792"
"1446","Phelandaba","2020-03-13","15095","15095",NA,"15095",NA,"15095",NA,"15088.5","84.5"
"1447","Phelandaba","2020-03-21","15295","15295",NA,"15295",NA,"15295",NA,"15215","12800"
"1448","Phelandaba","2020-03-29","15213","15213",NA,"15213",NA,"15213",NA,"15156","6498"
"1449","Shemula","2016-04-30","14969","14969",NA,"14969",NA,"14969",NA,"14969",NA
"1450","Shemula","2016-05-08","14875","14875",NA,"14875",NA,"14875",NA,"14875",NA
"1451","Shemula","2016-05-16","14866","14866",NA,"14866",NA,"14866",NA,"14866",NA
"1452","Shemula","2016-05-24","14856","14856",NA,"14856",NA,"14856",NA,"14856",NA
"1453","Shemula","2016-06-01","14927","14927",NA,"14927",NA,"14927",NA,"14927",NA
"1454","Shemula","2016-06-09","14876","14876",NA,"14876",NA,"14876",NA,"14876",NA
"1455","Shemula","2016-06-17","14914","14914",NA,"14914",NA,"14914",NA,"14914",NA
"1456","Shemula","2016-06-25","14874","14874",NA,"14874",NA,"14874",NA,"14874",NA
"1457","Shemula","2016-07-03","14734","14734",NA,"14734",NA,"14734",NA,"14734",NA
"1458","Shemula","2016-07-11","14725","14725",NA,"14725",NA,"14725",NA,"14725",NA
"1459","Shemula","2016-07-19","14929","14929",NA,"14929",NA,"14929",NA,"14929",NA
"1460","Shemula","2016-07-27","14873","14873",NA,"14873",NA,"14873",NA,"14873",NA
"1461","Shemula","2016-08-04","14925","14925",NA,"14925",NA,"14925",NA,"14925",NA
"1462","Shemula","2016-08-12","15023","15023",NA,"15023",NA,"15023",NA,"15023",NA
"1463","Shemula","2016-08-20","14987","14987",NA,"14987",NA,"14987",NA,"14987",NA
"1464","Shemula","2016-08-28","15207","15207",NA,"15207",NA,"15207",NA,"15207",NA
"1465","Shemula","2016-09-05","15205","15205",NA,"15205",NA,"15205",NA,"15205",NA
"1466","Shemula","2016-09-13","15062","15062",NA,"15062",NA,"15062",NA,"15062",NA
"1467","Shemula","2016-09-21","15247","15247",NA,"15247",NA,"15247",NA,"15247",NA
"1468","Shemula","2016-09-29","15031","15031",NA,"15031",NA,"15031",NA,"15031",NA
"1469","Shemula","2016-10-07","15027","15027",NA,"15027",NA,"15027",NA,"15027",NA
"1470","Shemula","2016-10-15","15357","15357",NA,"15357",NA,"15357",NA,"15357",NA
"1471","Shemula","2016-10-23","14994","14994",NA,"14994",NA,"14994",NA,"14994",NA
"1472","Shemula","2016-10-31","15329","15329",NA,"15329",NA,"15329",NA,"15329",NA
"1473","Shemula","2016-11-08","15127","15127",NA,"15127",NA,"15127",NA,"15127",NA
"1474","Shemula","2016-11-16","14725","14725",NA,"14725",NA,"14725",NA,"14725",NA
"1475","Shemula","2016-11-24","15288","15288",NA,"15288",NA,"15288",NA,"15288",NA
"1476","Shemula","2016-12-02","15221","15221",NA,"15221",NA,"15221",NA,"15221",NA
"1477","Shemula","2016-12-10","15353","15353",NA,"15353",NA,"15353",NA,"15353",NA
"1478","Shemula","2016-12-18","15551","15551",NA,"15551",NA,"15551",NA,"15551",NA
"1479","Shemula","2016-12-26","15206","15206",NA,"15206",NA,"15206",NA,"15206",NA
"1480","Shemula","2017-01-01","15279","15279",NA,"15279",NA,"15279",NA,"15279",NA
"1481","Shemula","2017-01-09","15208","15208",NA,"15208",NA,"15208",NA,"15208",NA
"1482","Shemula","2017-01-17","15275","15275",NA,"15275",NA,"15275",NA,"15275",NA
"1483","Shemula","2017-01-25","15289","15289",NA,"15289",NA,"15289",NA,"15289",NA
"1484","Shemula","2017-02-02","15204","15204",NA,"15204",NA,"15204",NA,"15204",NA
"1485","Shemula","2017-02-10","15381","15381",NA,"15381",NA,"15381",NA,"15381",NA
"1486","Shemula","2017-02-18","15068","15068",NA,"15068",NA,"15068",NA,"15068",NA
"1487","Shemula","2017-02-26","15070","15070",NA,"15070",NA,"15070",NA,"15070",NA
"1488","Shemula","2017-03-06","15052","15052",NA,"15052",NA,"15052",NA,"15052",NA
"1489","Shemula","2017-03-14","15033","15033",NA,"15033",NA,"15033",NA,"15033",NA
"1490","Shemula","2017-03-22","15161","15161",NA,"15161",NA,"15161",NA,"15161",NA
"1491","Shemula","2017-03-30","15125","15125",NA,"15125",NA,"15125",NA,"15125",NA
"1492","Shemula","2017-04-07","15069","15069",NA,"15069",NA,"15069",NA,"15069",NA
"1493","Shemula","2017-04-15","15002","15002",NA,"15002",NA,"15002",NA,"15002",NA
"1494","Shemula","2017-04-23","14995","14995",NA,"14995",NA,"14995",NA,"14995",NA
"1495","Shemula","2017-05-01","14877","14877",NA,"14877",NA,"14877",NA,"14877",NA
"1496","Shemula","2017-05-09","14843","14843",NA,"14843",NA,"14843",NA,"14843",NA
"1497","Shemula","2017-05-17","14858","14858",NA,"14858",NA,"14858",NA,"14858",NA
"1498","Shemula","2017-05-25","14754","14754",NA,"14754",NA,"14754",NA,"14754",NA
"1499","Shemula","2017-06-02","14827","14827",NA,"14827",NA,"14827",NA,"14827",NA
"1500","Shemula","2017-06-10","14828","14828",NA,"14828",NA,"14828",NA,"14828",NA
"1501","Shemula","2017-06-18","14795","14795",NA,"14795",NA,"14795",NA,"14795",NA
"1502","Shemula","2017-06-26","14809","14809",NA,"14809",NA,"14809",NA,"14809",NA
"1503","Shemula","2017-07-04","14902","14902",NA,"14902",NA,"14902",NA,"14902",NA
"1504","Shemula","2017-07-12","14878","14878",NA,"14878",NA,"14878",NA,"14878",NA
"1505","Shemula","2017-07-20","14853","14853",NA,"14853",NA,"14853",NA,"14853",NA
"1506","Shemula","2017-07-28","14898","14898",NA,"14898",NA,"14898",NA,"14898",NA
"1507","Shemula","2017-08-05","14952","14952",NA,"14952",NA,"14952",NA,"14952",NA
"1508","Shemula","2017-08-13","14904","14904",NA,"14904",NA,"14904",NA,"14904",NA
"1509","Shemula","2017-08-21","14963","14963",NA,"14963",NA,"14963",NA,"14963",NA
"1510","Shemula","2017-08-29","14866","14866",NA,"14866",NA,"14866",NA,"14866",NA
"1511","Shemula","2017-09-06","15136","15136",NA,"15136",NA,"15136",NA,"15136",NA
"1512","Shemula","2017-09-14","14987","14987",NA,"14987",NA,"14987",NA,"14987",NA
"1513","Shemula","2017-09-22","14915","14915",NA,"14915",NA,"14915",NA,"14915",NA
"1514","Shemula","2017-09-30","15147","15147",NA,"15147",NA,"15147",NA,"15147",NA
"1515","Shemula","2017-10-08","15153","15153",NA,"15153",NA,"15153",NA,"15153",NA
"1516","Shemula","2017-10-16","15224","15224",NA,"15224",NA,"15224",NA,"15224",NA
"1517","Shemula","2017-10-24","15341","15341",NA,"15341",NA,"15341",NA,"15341",NA
"1518","Shemula","2017-11-01","15392","15392",NA,"15392",NA,"15392",NA,"15392",NA
"1519","Shemula","2017-11-09","15066","15066",NA,"15066",NA,"15066",NA,"15066",NA
"1520","Shemula","2017-11-17","15343","15343",NA,"15343",NA,"15343",NA,"15343",NA
"1521","Shemula","2017-11-25","15472","15472",NA,"15472",NA,"15472",NA,"15472",NA
"1522","Shemula","2017-12-03","15392","15392",NA,"15392",NA,"15392",NA,"15392",NA
"1523","Shemula","2017-12-11","15133","15133",NA,"15133",NA,"15133",NA,"15133",NA
"1524","Shemula","2017-12-19","15244","15244",NA,"15244",NA,"15244",NA,"15244",NA
"1525","Shemula","2017-12-27","15079","15079",NA,"15079",NA,"15079",NA,"15079",NA
"1526","Shemula","2018-01-01","15241","15241",NA,"15241",NA,"15241",NA,"15241",NA
"1527","Shemula","2018-01-09","15326","15326",NA,"15326",NA,"15326",NA,"15326",NA
"1528","Shemula","2018-01-17","15316","15316",NA,"15316",NA,"15316",NA,"15316",NA
"1529","Shemula","2018-01-25","14995","14995",NA,"14995",NA,"14995",NA,"14995",NA
"1530","Shemula","2018-02-02","15109","15109",NA,"15109",NA,"15109",NA,"15109",NA
"1531","Shemula","2018-02-10","15080","15080",NA,"15080",NA,"15080",NA,"15080",NA
"1532","Shemula","2018-02-18","14951","14951",NA,"14951",NA,"14951",NA,"14951",NA
"1533","Shemula","2018-02-26","15074","15074",NA,"15074",NA,"15074",NA,"15074",NA
"1534","Shemula","2018-03-06","15085","15085",NA,"15085",NA,"15085",NA,"15085",NA
"1535","Shemula","2018-03-14","15090","15090",NA,"15090",NA,"15090",NA,"15090",NA
"1536","Shemula","2018-03-22","14997","14997",NA,"14997",NA,"14997",NA,"14997",NA
"1537","Shemula","2018-03-30","15064","15064",NA,"15064",NA,"15064",NA,"15064",NA
"1538","Shemula","2018-04-07","14969","14969",NA,"14969",NA,"14969",NA,"14969",NA
"1539","Shemula","2018-04-15","14890","14890",NA,"14890",NA,"14890",NA,"14890",NA
"1540","Shemula","2018-04-23","14951","14951",NA,"14951",NA,"14951",NA,"14951",NA
"1541","Shemula","2018-05-01","14938","14938",NA,"14938",NA,"14938",NA,"14938",NA
"1542","Shemula","2018-05-09","14907","14907",NA,"14907",NA,"14907",NA,"14907",NA
"1543","Shemula","2018-05-17","14807","14807",NA,"14807",NA,"14807",NA,"14807",NA
"1544","Shemula","2018-05-25","14754","14754",NA,"14754",NA,"14754",NA,"14754",NA
"1545","Shemula","2018-06-02","14663","14663",NA,"14663",NA,"14663",NA,"14663",NA
"1546","Shemula","2018-06-10","14789","14789",NA,"14789",NA,"14789",NA,"14789",NA
"1547","Shemula","2018-06-18","14790","14790",NA,"14790",NA,"14790",NA,"14790",NA
"1548","Shemula","2018-06-26","14753","14753",NA,"14753",NA,"14753",NA,"14753",NA
"1549","Shemula","2018-07-04","14682","14682",NA,"14682",NA,"14682",NA,"14682",NA
"1550","Shemula","2018-07-12","14656","14656",NA,"14656",NA,"14656",NA,"14656",NA
"1551","Shemula","2018-07-20","14795","14795",NA,"14795",NA,"14795",NA,"14795",NA
"1552","Shemula","2018-07-28","14759","14759",NA,"14759",NA,"14759",NA,"14759",NA
"1553","Shemula","2018-08-05","14733","14733",NA,"14733",NA,"14733",NA,"14733",NA
"1554","Shemula","2018-08-13","14852","14852",NA,"14852",NA,"14852",NA,"14852",NA
"1555","Shemula","2018-08-21","14775","14775",NA,"14775",NA,"14775",NA,"14775",NA
"1556","Shemula","2018-08-29","15039","15039",NA,"15039",NA,"15039",NA,"15039",NA
"1557","Shemula","2018-09-06","14921","14921",NA,"14921",NA,"14921",NA,"14921",NA
"1558","Shemula","2018-09-14","15055","15055",NA,"15055",NA,"15055",NA,"15055",NA
"1559","Shemula","2018-09-22","15110","15110",NA,"15110",NA,"15110",NA,"15110",NA
"1560","Shemula","2018-09-30","14911","14911",NA,"14911",NA,"14911",NA,"14911",NA
"1561","Shemula","2018-10-08","15103","15103",NA,"15103",NA,"15103",NA,"15103",NA
"1562","Shemula","2018-10-16","14705","14705",NA,"14705",NA,"14705",NA,"14705",NA
"1563","Shemula","2018-10-24","15207","15207",NA,"15207",NA,"15207",NA,"15207",NA
"1564","Shemula","2018-11-01","15001","15001",NA,"15001",NA,"15001",NA,"15001",NA
"1565","Shemula","2018-11-09","15019","15019",NA,"15019",NA,"15019",NA,"15019",NA
"1566","Shemula","2018-11-17","15087","15087",NA,"15087",NA,"15087",NA,"15087",NA
"1567","Shemula","2018-11-25","15335","15335",NA,"15335",NA,"15335",NA,"15335",NA
"1568","Shemula","2018-12-03","15303","15303",NA,"15303",NA,"15303",NA,"15303",NA
"1569","Shemula","2018-12-11","15284","15284",NA,"15284",NA,"15284",NA,"15284",NA
"1570","Shemula","2018-12-19","15179","15179",NA,"15179",NA,"15179",NA,"15179",NA
"1571","Shemula","2018-12-27","14920","14920",NA,"14920",NA,"14920",NA,"14920",NA
"1572","Shemula","2019-01-01","15078","15078",NA,"15078",NA,"15078",NA,"15078",NA
"1573","Shemula","2019-01-09","15287","15287",NA,"15287",NA,"15287",NA,"15287",NA
"1574","Shemula","2019-01-17","15307","15307",NA,"15307",NA,"15307",NA,"15307",NA
"1575","Shemula","2019-01-25","15216","15216",NA,"15216",NA,"15216",NA,"15216",NA
"1576","Shemula","2019-02-02","15078","15078",NA,"15078",NA,"15078",NA,"15078",NA
"1577","Shemula","2019-02-10","15332","15332",NA,"15332",NA,"15332",NA,"15332",NA
"1578","Shemula","2019-02-18","15088","15088",NA,"15088",NA,"15088",NA,"15088",NA
"1579","Shemula","2019-02-26","14930","14930",NA,"14930",NA,"14930",NA,"14930",NA
"1580","Shemula","2019-03-06","14921","14921",NA,"14921",NA,"14921",NA,"14921",NA
"1581","Shemula","2019-03-14","15055","15055",NA,"15055",NA,"15055",NA,"15055",NA
"1582","Shemula","2019-03-22","14707","14707",NA,"14707",NA,"14707",NA,"14707",NA
"1583","Shemula","2019-03-30","14850","14850",NA,"14850",NA,"14850",NA,"14850",NA
"1584","Shemula","2019-04-07","14892","14892",NA,"14892",NA,"14892",NA,"14892",NA
"1585","Shemula","2019-04-15","14868","14868",NA,"14868",NA,"14868",NA,"14868",NA
"1586","Shemula","2019-04-23","14914","14914",NA,"14914",NA,"14914",NA,"14914",NA
"1587","Shemula","2019-05-01","14936","14936",NA,"14936",NA,"14936",NA,"14936",NA
"1588","Shemula","2019-05-09","14857","14857",NA,"14857",NA,"14857",NA,"14857",NA
"1589","Shemula","2019-05-17","14890","14890",NA,"14890",NA,"14890",NA,"14890",NA
"1590","Shemula","2019-05-25","14829","14829",NA,"14829",NA,"14829",NA,"14829",NA
"1591","Shemula","2019-06-02","14820","14820",NA,"14820",NA,"14820",NA,"14820",NA
"1592","Shemula","2019-06-10","14720","14720",NA,"14720",NA,"14720",NA,"14720",NA
"1593","Shemula","2019-06-18","14812","14812",NA,"14812",NA,"14812",NA,"14812",NA
"1594","Shemula","2019-06-26","14788","14788",NA,"14788",NA,"14788",NA,"14788",NA
"1595","Shemula","2019-07-04","14806","14806",NA,"14806",NA,"14806",NA,"14806",NA
"1596","Shemula","2019-07-12","14841","14841",NA,"14841",NA,"14841",NA,"14841",NA
"1597","Shemula","2019-07-20","14812","14812",NA,"14812",NA,"14812",NA,"14812",NA
"1598","Shemula","2019-07-28","14870","14870",NA,"14870",NA,"14870",NA,"14870",NA
"1599","Shemula","2019-08-05","14940","14940",NA,"14940",NA,"14940",NA,"14940",NA
"1600","Shemula","2019-08-13","14914","14914",NA,"14914",NA,"14914",NA,"14914",NA
"1601","Shemula","2019-08-21","14994","14994",NA,"14994",NA,"14994",NA,"14994",NA
"1602","Shemula","2019-08-29","15089","15089",NA,"15089",NA,"15089",NA,"15089",NA
"1603","Shemula","2019-09-06","15059","15059",NA,"15059",NA,"15059",NA,"15059",NA
"1604","Shemula","2019-09-14","15261","15261",NA,"15261",NA,"15261",NA,"15261",NA
"1605","Shemula","2019-09-22","15316","15316",NA,"15316",NA,"15316",NA,"15316",NA
"1606","Shemula","2019-09-30","15136","15136",NA,"15136",NA,"15136",NA,"15136",NA
"1607","Shemula","2019-10-08","15192","15192",NA,"15192",NA,"15192",NA,"15192",NA
"1608","Shemula","2019-10-16","15301","15301",NA,"15301",NA,"15301",NA,"15301",NA
"1609","Shemula","2019-10-24","15234","15234",NA,"15234",NA,"15234",NA,"15234",NA
"1610","Shemula","2019-11-01","15462","15462",NA,"15462",NA,"15462",NA,"15462",NA
"1611","Shemula","2019-11-09","15076","15076",NA,"15076",NA,"15076",NA,"15076",NA
"1612","Shemula","2019-11-17","15086","15086",NA,"15086",NA,"15086",NA,"15086",NA
"1613","Shemula","2019-11-25","15271","15271",NA,"15271",NA,"15271",NA,"15271",NA
"1614","Shemula","2019-12-03","15481","15481",NA,"15481",NA,"15481",NA,"15481",NA
"1615","Shemula","2019-12-11","15044","15044",NA,"15044",NA,"15044",NA,"15044",NA
"1616","Shemula","2019-12-19","15410","15410",NA,"15410",NA,"15410",NA,"15410",NA
"1617","Shemula","2019-12-27",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1618","Shemula","2020-01-01","15351","15351",NA,"15351",NA,"15351",NA,"15351",NA
"1619","Shemula","2020-01-09","15439","15439",NA,"15439",NA,"15439",NA,"15439",NA
"1620","Shemula","2020-01-17","15054","15054",NA,"15054",NA,"15054",NA,"15054",NA
"1621","Shemula","2020-01-25","15401","15401",NA,"15401",NA,"15401",NA,"15401",NA
"1622","Shemula","2020-02-02","15394","15394",NA,"15394",NA,"15394",NA,"15394",NA
"1623","Shemula","2020-02-10","15297","15297",NA,"15297",NA,"15297",NA,"15297",NA
"1624","Shemula","2020-02-18","15144","15144",NA,"15144",NA,"15144",NA,"15144",NA
"1625","Shemula","2020-02-26","15256","15256",NA,"15256",NA,"15256",NA,"15256",NA
"1626","Shemula","2020-03-05","15295","15295",NA,"15295",NA,"15295",NA,"15295",NA
"1627","Shemula","2020-03-13","15176","15176",NA,"15176",NA,"15176",NA,"15176",NA
"1628","Shemula","2020-03-21","15150","15150",NA,"15150",NA,"15150",NA,"15150",NA
"1629","Shemula","2020-03-29","15073","15073",NA,"15073",NA,"15073",NA,"15073",NA
